Цикл;Том;Код раздела;Уникальный код раздела;Название раздела;Глава;Код дглавы;Уникальный код главы;Название главы;Номер параграфа;Название параграфа;Пункты (с-по)
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 6. Три категории Формо-Творцов. Т-признак;Глава 6;БДК / Раздел XVI / Глава 6;Три категории Формо-Творцов. Т-признак;14.16.6.19;"СБОАЛЛГСС-Сущности – эгллеролифтивный элемент хаоса; принципы проявления динамики. Пример с мобильными телефонами.";15885-15889
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 6. Три категории Формо-Творцов. Т-признак;Глава 6;БДК / Раздел XVI / Глава 6;Три категории Формо-Творцов. Т-признак;14.16.6.20;Формо-Творцы свилгсонов (часть 2). Роль свилгс-Творцов в процессах Синтеза. Свилгсоны не привязаны к Самосознанию любой из Форм, их задача - формировать «аттракторные траектории».;15890-15892
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 6. Три категории Формо-Творцов. Т-признак;Глава 6;БДК / Раздел XVI / Глава 6;Три категории Формо-Творцов. Т-признак;14.16.6.21;Роль хвасслонов в осуществлении протоформной динамики в Самосознании. ? Присутствие «пирамид» и «октаэдров» какого-либо фонового Качества в Конфигурации – признак мощного смещения в протоформное Направление. Текущее состояние социума.;15893-15897
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 6. Три категории Формо-Творцов. Т-признак;Глава 6;БДК / Раздел XVI / Глава 6;Три категории Формо-Творцов. Т-признак;14.16.6.22;Третья категория Формо-Творцов – кармо-плазмоиды. Кармо-клофты. Пример с вязкой «жидкостью».;15898-15903
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.1;Последовательность Синтеза с повышением мерности: обрастание базовых фигур мерностных диапазонов менее ёмкими Конфигурациями «кармонаций».;15904-15907
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.2;Пример образования «октаэдра» из «пирамиды». ? Взаимокомпенсация и ослабление тензорной напряжённости.;15908-15911
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.3;Базовое определение свилгс-сферации. Свилгс-динамика Формо-Творцов любого диапазона задаёт направление «смещения» в сторону большего Энерго-Потенциала.;15912-15915
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.4;Функция инициации процессов синтеза хвасслонами разных Доминант. Участие Формо-Творцов кармонации в разнокачественных резонационных зонах.;15916-15919
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.5;Синтетическая Творческая Активность вне динамики «тетраэдральных» схем Синтеза.  Нам недоступно 99,999 99…% Творческой Активности Коллективных Разумов Третичной Энерго-Плазмы. Проблема построения достоверной модели окружающей действительности. Что находится ниже нулевой и выше 36 мерности? Что такое «тетраэдр»?;15920-15929
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.6;Кармонационные фрактальности других Прото-Форм. Потенциальная степень дифференциации любого Уровня Энерго-Плазмы по под-Уровням приблизительно одинаковая.;15930-15934
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.7;Принцип «проекции». Где находятся Формо-Творцы Третичной Энерго-Плазмы? ? Наше Самосознание ограничено нашей системой Восприятия. Степень синтезированности расширяет возможности резонационного взаимодействия с другими Формами.;15935-15937
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.8;Влияние особенностей схемы Синтеза на качество взаимодействия между разными Формами проявления одной Прото-Формы.  Примеры ВВУ-Конфигураций Формо-Творцов ЛЛУУ-ВВУ-Форм. Смысл приставки «-ВВУ».;15938-15940
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.9;Уменьшение взаимопонимания между Формами Самосознания при замене одной из Доминант. Причины межнациональной вражды и войн.;15941-15942
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.10;"Резонационный принцип взаимодействия «кармонаций» – схожесть ВВУ-Информации. Качество взаимодействия Форм – это степень схожести Конфигураций Формо-Творцов; например, октаэдральная схожесть позволяет взаимодействовать через структуры 4 и 5-ого синтезированных Уровней первых двух Центров. Механизм формирования протоформных и НУУ-ВВУ-Резомиралов.";15943-15951
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.11;Описание механизма разнонаправленного перепроецирования гексаэдральных Конфигураций Формо-Творцов в додекаэдральные. «Обрастание гексаэдра» дополнительными «тетраэдрами», как процесс привлечения дополнительных Формо-Творцов и расширение сферы Творчества.;15952-15956
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.12;Существование внутри- и меж-аспектного Синтеза во всех мерностных диапазонах. Проблемы нереализованности на средних и высших Уровнях.;15957-15958
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.13;Почему мы не можем развиваться исключительно в своём ллууввумическом Направлении? Взаимодополняющий принцип формирования Континуумов и проявленных в нём Прото-Форм.;15959-15960
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.14;Чем резопазон отличается от диапазона? Определение резопазона через задание эталонного информационного Образа.;15961-15965
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.15;О невозможности исключения из рассмотрения динамики Формо-Творцы в диапазоне от 0-й до 2,5 мерности. Динамика Формо-Творцов ЛЛУУ-ВВУ – это наша психика. Наша биология – это проявление других Континуумов и других Прото-Форм.;15966-15968
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.16;О возможностях реализации высокочастотных Конфигураций Формо-Творцов через динамику гексаэдральных Форм.;15969-15970
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.17;"Понятия «клексование» и «Синтез», общность и отличия.
Описание механизма клексования. Роль хвасслонов в процессе клексования";15971-15973
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.18;Выбор Направления смещения ФПВ-ФДО-динамики по принципу наибольшего резонанса и наибольшей недосинтезированности. Поочерёдное проявление активности хвасслонов двух Доминант. Процесс Синтеза существует только в инерционном восприятии – всё уже «давным-давно» создано;15974-15979
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.19;Взаимосвязь между ротационными Сдвигами и процессами Синтеза. Каждый ротационный Сдвиг осуществляется хотя бы «один» элементарный акт Синтеза.;15980-15982
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.20;"О принципах проявления активности 1–4-го синтетических Уровней первых двух Центров через Формо-структуры 2,5-4,0 мерных Континуумов (часть I):
- диапазон мерности «человеческих» Континуумов
- «тетраэдры», как строительный материал
- отсутствие «деструктивных» проявлений низших Уровней, благодаря проявлению через гексаэдральные Формы
- механизм кармических Каналов
- опосредованное проявление низкочастотных Уровней 
- принципы проявления ФЛАКС-Творцов
- полноценная реализация любого Уровня Самосознания происходит только через соответствующие Континуумы";15983-15992
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.21;Может ли Самосознание Ориса служить примером неискажённых Представлений об окружающем Мире ? О невозможности передачи в наши Континуумы неискажённой Информации. Пример с бассейном. Влияние Направления творчества на развитие способностей.;15993-15997
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.22;"О принципах проявления активности 1–4-го синтетических Уровней первых двух Центров через Формо-структуры 2,5-4,0 мерных Континуумов (часть II):
- относительность и субъективность понятий «агрессии» и «деструкции»
- в наших Формах созидательная динамика превалирует над разрушительной
- низкочастотная активность – лишь один из элементов в общей творческой динамике Самосознания и она непрерывно нивелируется активностью других Уровней";15998-16004
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.23;"Если динамика «тетраэдров» присутствует во всех диапазонах, то будут ли флаксовые Формы Подсознания подвержены такому же опосредованному проявлению агрессии через свойственные им аналоги нашей психики?:
- каждому Уровню Самосознания соответствуют только свои «тензоры»
- для флакс-Творцов «тетраэдр» – лишь дополнительный Энерго-Потенциал
- увеличение «геометрической сложности» Конфигураций «кармонаций» позволяет перераспределить или нивелировать «тензоры»";16005-16010
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.24;Влияние диссонирующих «тетраэдров» и «пирамид» фоновых Качеств, входящих в состав гексаэдральных «кармонаций», на формирование низкочастотной динамики Формо-Творцов Самосознания.;16011-16014
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.25;"Об энергоинформационных взаимосвязях внутри и между Резомиралами:
- аналогия принципов организации Резомиралов со структурой Эгрегоров
- разнотипность гексаэдральных Резомиралов, соответствующих разным схемам Синтеза
- разные типы резонационных энергоинформационных взаимосвязей в Резомиралах: октаэдральные, пирамидальные, тетраэдральные; и как они определяют характер творческих взаимодействий между Резомиралами
- пример: птицы и львы
- уровень творческого взаимодействия между Резомиралами определяется степень совместимости Качеств, участвующих в схеме Синтеза
- зависимость совместимости Качеств от мерности протекающих процессов Синтеза (совместимость между Качествами и состояниями); примеры
- описание «принципа совместимости Качеств»; пример с цветными фонариками
- свойство диффузгентной дувуйллерртности сллоогрентных Конфигураций Формо-Творцов всех Прото-Форм, как возможность получения максимального Опыта (Синтеза)
- принципы взаимодействия между Конфигурациями Формо-Творцов в верхней части 3-4-мерного диапазона";16015-16028
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.26;"Влияние «тетраэдров» фонового Качества на динамику «материнской кармонации», на примере процессов, происходящих в 3,0-3,1-мерных резонационных зонах:
- возникновение «тензора»
- роль хвасслонов Доминант в нивелировании «тензоров»
- последовательное «выбивание-замещение» доминантных «тетраэдров» на фоновые
- основной критерий осуществления глубокого межкачественного Синтеза для Форм Самосознания 3-4-мерного диапазона – «Золотое соотношение 50:50%» между влиянием хвасслонов доминантных и фоновых Качеств
- две роли «тетраэдров» в структуре «кармонаций»: деструктивно-диссонирующая и конструктивно-трансформирующая
- описание перефокусировочной динамики Формо-Творцов с помощью «геометрической модели кармонаций»
- сллоогрентность более качественных Конфигураций представляет собой интеграл Опыта менее синтезированных Конфигураций
- основной принцип повышения качественности Конфигурации Формо-Творцов – задействование максимального числа разно-Качественных Формо-Творцов в структуре одной «кармонации» (увеличение универсальности)";16029-16039
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.27;Вопрос о лишних «тетраэдрах, пирамидах и октаэдрах» в «икосаэдральных» и «додекаэдральных» Конфигурациях.;16040
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.28;О возможностях реализации одной СФУУРММ-Формы в разных Временных Потоках. Пример с керосином. Взаимосвязь Формо-Творцов «кармонаций», Формо-Творцов Самосознания и СФУУРММ-Форм УУ-ВВУ-конгломератов через пространственно-временные структуры.;16041-16043
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.29;"О сллоогрентной структуре Континуумов.
- в динамике Формо-Творцов любого Континуумов представлены синтезированные «участки» Конфигураций Формо-Творцов менее мерностных диапазонов
- не забывайте о позиции ноовременного Наблюдателя
- пример сллоогрентности процесса Синтеза «октаэдров» в «гексаэдр», принцип «матрёшки»
- сллоогрентная структура сценария: под-сценарий, под-под-сценарий, под-...-под-сценарий
- примеры разных вариантов Синтеза одной «кармонации»
- соответствие между сллоогрентными Уровнями сценариев и типами Синтеза на примере 2-3, 3-4 и 4-5 мерных диапазонов";16044-16053
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.30;Нюансы межкармонационных процессов в резопазонах 2-3 и 3-4 мерностей. Типы динамик: «тетраэдрально-гексаэдральная», «октаэдрально-пирамидальная», «октаэдрально-гексаэдральная» и другие.;16054-16059
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.31;Об используемом в книге упрощении для описании сллоогрентных процессов Синтеза. Соединение трёх «октаэдров» в «гексаэдр» – это вынужденное упрощение.;16060
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.32;Механизм подчакрамных перефокусировок с точки зрения «геометрической модели кармонаций». Происходит ли нарушение принципа дувуйллерртности?;16061
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.33;Вопрос: выбор в скррууллерртной системе, это и есть динамика «кармонации»?;16062
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.34;«Кармонации» - это Космические Коды. ? Мы все пользуемся одними и теми же «эманациями» и «психонациями», по-разному комбинируя их между собой в разные СФУУРММ-Формы. Пример с пазлами, конструктором и калейдоскопом.;16063-16064
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.35;ДНК – это различные сочетания «кармонаций», спроецированные в общую НУУ-ВВУ-Конфигурацию Стерео-Формы. Соответствие сллоогрентной структуры ДНК сллоогрентной структуре Стерео-Формы. Можно ли говорить о «записи в ДНК»?;16065-16068
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.36;Об иллюзии формирования ротационных Циклов.;16069-16070
БДК;Том 14;Раздел XVI;БДК / Раздел XVI; Синтетическая динамика Мысле-Форм, Чувство-Форм и СФУУРММ-Форм (неустойчивых Кармо-Форм);Глава 7. Особенности кармонационной динамики;Глава 7;БДК / Раздел XVI / Глава 7;Особенности кармонационной динамики;14.16.7.37;Роль ИИССИИДИОЛОГИИ в перефокусировочной динамике. ? Являемся ли мы Людьми? Кто такие Люди, какие отношения характерны для них, чем они отличаются от «людей» и какие состояния «ведут» к ним.ИИССИИДИОЛОГИЯ – это Мост в сценарии высококачественного «Будущего».;16071-16092
БДК;Том 14;Раздел ХVII;БДК / Раздел ХVII; Влияние каузальных процессов Самосознания на динамику проявления Форм окружающей действительности;Глава 1. Текущее положение в науке и ииссиидиологические представления;Глава 1;БДК / Раздел ХVII / Глава 1;Текущее положение в науке и ииссиидиологические представления;14.17.1.1;Теория суперструн и М-теория наиболее близко подошли к более истинной Идее о происхождении и проявлении Всего Того, Что мы называем «окружающим миром». ? Важность ИИССИИДИОЛОГИИ для формирования более достоверной «картины мира». Для «будущих» Континуумов характерно интуитивное мышление. ;16093-16095
БДК;Том 14;Раздел ХVII;БДК / Раздел ХVII; Влияние каузальных процессов Самосознания на динамику проявления Форм окружающей действительности;Глава 1. Текущее положение в науке и ииссиидиологические представления;Глава 1;БДК / Раздел ХVII / Глава 1;Текущее положение в науке и ииссиидиологические представления;14.17.1.2;Противоречия с теорией струн: 1) нет предела процессу дифференциации любого типа «материальности» 2) не учитываются принципы сллоогрентности и скррууллерртности Всего 3) не учитываются состояния одновременной многомерности, разнонаправленности и разнокачественности каждой «точки».;16096
БДК;Том 14;Раздел ХVII;БДК / Раздел ХVII; Влияние каузальных процессов Самосознания на динамику проявления Форм окружающей действительности;Глава 1. Текущее положение в науке и ииссиидиологические представления;Глава 1;БДК / Раздел ХVII / Глава 1;Текущее положение в науке и ииссиидиологические представления;14.17.1.3;Необходимость использования терминологии теории струн и других физических теорий обусловлено отсутствием более достоверных знаний.  Пример с чертежами здания. Попробуем представить себе «кванты» в виде сингулярных сллоогрентных «точек», «самораспространяющихся» в Бесконечности по всевозможным Направлениям своего одновременного разнокачественного проявления.;16097-16098
БДК;Том 14;Раздел ХVII;БДК / Раздел ХVII; Влияние каузальных процессов Самосознания на динамику проявления Форм окружающей действительности;Глава 1. Текущее положение в науке и ииссиидиологические представления;Глава 1;БДК / Раздел ХVII / Глава 1;Текущее положение в науке и ииссиидиологические представления;14.17.1.4;"Нынешняя наука – это узкое и субъективное отражение Объективной Реальности; например, понятие мерности – это математическая абстракция. Нарушение принципа эквивалентности Эйнштейна. Чему равно «дважды два»?";16099-16104
БДК;Том 14;Раздел ХVII;БДК / Раздел ХVII; Влияние каузальных процессов Самосознания на динамику проявления Форм окружающей действительности;Глава 1. Текущее положение в науке и ииссиидиологические представления;Глава 1;БДК / Раздел ХVII / Глава 1;Текущее положение в науке и ииссиидиологические представления;14.17.1.5;Об инерционном взгляде на Мироздание. Проявление инерции в разных диапазонах мерности.;16105-16106
БДК;Том 14;Раздел ХVII;БДК / Раздел ХVII; Влияние каузальных процессов Самосознания на динамику проявления Форм окружающей действительности;Глава 1. Текущее положение в науке и ииссиидиологические представления;Глава 1;БДК / Раздел ХVII / Глава 1;Текущее положение в науке и ииссиидиологические представления;14.17.1.6;"Ииссиидиологические и общенаучное представления об Энерго-Плазме.
Кратко о мерности и ПВК";16107-16110
БДК;Том 14;Раздел ХVII;БДК / Раздел ХVII; Влияние каузальных процессов Самосознания на динамику проявления Форм окружающей действительности;Глава 1. Текущее положение в науке и ииссиидиологические представления;Глава 1;БДК / Раздел ХVII / Глава 1;Текущее положение в науке и ииссиидиологические представления;14.17.1.7;Частотные разновидности проявления реализационных Форм Полей-Сознаний Формо-Творцов и СЛУИ-СЛУУ-Творцов: субколебательный (как бы ДОвибрационный), колебательный (вибрационный) и метаколебательный (как бы НАДвибрационный). Взаимосвязь Форм Полей-Сознаний.;16111-16112
БДК;Том 14;Раздел ХVII;БДК / Раздел ХVII; Влияние каузальных процессов Самосознания на динамику проявления Форм окружающей действительности;Глава 1. Текущее положение в науке и ииссиидиологические представления;Глава 1;БДК / Раздел ХVII / Глава 1;Текущее положение в науке и ииссиидиологические представления;14.17.1.8;Краткий ликбез по теории струн.;16113-16116
